,Name,Category,Latitude,Longitude,address,Province,City,District / County
0,McDonald's (麦当劳),Fast Food Restaurant,39.718077,115.955628,,Beijing,Beijing,Fangshan
1,南门涮肉 Nan Men Hotpot,Chinese Restaurant,39.93664412,116.38760020000001,1 Nanguanfang Alley,Beijing,Beijing,Fengtai
2,味多美,Bakery,39.861064,116.28270800000001,,Beijing,Beijing,Fengtai
3,Lei Cafe 花漾咖啡,Café,40.05909412,116.6083467,Beijing Capital Int'l Airport 北京首都国际机场,Beijing,Beijing,Shunyi
4,北平咖啡 Peking Cafe,Café,39.93435871,116.39692279999998,"113-2, Nanluogu Alley, Dongcheng District",Beijing,Beijing,Fengtai
5,McDonald's (麦当劳),Fast Food Restaurant,39.92880984,116.247679,田村路 43 号,Beijing,Beijing,Fengtai
6,The Schoolhouse at Mutianyu,American Restaurant,40.42419214,116.5530578,怀柔慕田峪村12号,Beijing,Beijing,Huairou
7,Berry Beans,Café,39.89305925,116.3861236,朱家胡同7号,Beijing,Beijing,Fengtai
8,局气西单店,Beijing Restaurant,39.91086259,116.3737996,太仆寺街21号府右街宾馆1层(近8号苑西单二分店),Beijing,Beijing,Xicheng
9,La Pizza Shangdu SOHO,Pizza Place,39.91718749,116.4458959,Shangdu SOHO,Beijing,Beijing,Xicheng
10,汉拿山烤肉,Korean Restaurant,39.74157325,116.29396609999999,大兴区黄村西大街火神庙商业区,Beijing,Beijing,Daxing
11,The 798 韩国料理地区,Korean Restaurant,39.99184325,116.3303447,35 Chengfu Rd.,Beijing,Beijing,Shijingshan
12,海碗居老北京炸酱面,Noodle House,39.92678876,116.3246925,10 Zengguang Rd,Beijing,Beijing,Xicheng
13,Duck de Chine 全鸭季,Chinese Restaurant,39.91315234,116.41479270000002,98 Jinbao Street,Beijing,Beijing,Dongcheng
14,KFC (肯德基),Fast Food Restaurant,39.9048791,116.3151277,北京市羊坊店路,Beijing,Beijing,Fengtai
15,张记烤羊腿,BBQ Joint,39.94119878,116.4028261,交到口北二条39号,Beijing,Beijing,Dongcheng
16,1901 Cafe,Café,39.92144347,116.3718883,西安门大街,Beijing,Beijing,Shijingshan
17,八先生涮肉坊三里河店,Hotpot Restaurant,39.90692705,116.3354053,,Beijing,Beijing,Shijingshan
18,福华肥牛,Chinese Restaurant,39.72506402,116.3357685,大兴区黄村镇,Beijing,Beijing,Daxing
19,1901 Cafe,Café,39.92144347,116.3718883,西安门大街,Beijing,Beijing,Fengtai
20,McDonald's (麦当劳),Fast Food Restaurant,39.97547115,116.3114375,,Beijing,Beijing,Haidian
21,Bai Jia Da Yuan (Bai Family Mansion) (白家大院),Chinese Restaurant,39.97839559,116.29833670000001,15 Suzhou St,Beijing,Beijing,Shijingshan
22,Piazza Cafe,Chinese Restaurant,40.06572005,116.5309611,,Beijing,Beijing,Shunyi
23,新疆饭庄 Xinjiang Restaurant,Xinjiang Restaurant,39.93344449,116.34199890000001,车公庄大街,Beijing,Beijing,Fengtai
24,海底捞火锅 Haidilao Hot Pot,Hotpot Restaurant,39.84699232,116.3647608,11 Majiapu W Rd,Beijing,Beijing,Daxing
25,85°C Bakery Café (85度C),Bakery,39.97538965,116.33709679999998,Zhichun Rd,Beijing,Beijing,Haidian
26,喜多屋,Japanese Restaurant,39.89853083,116.3538884,,Beijing,Beijing,Xicheng
27,"Morton's of Chicago, The Steakhouse (Morton's of Chicago, The Steakhouse 北京莫尔顿牛排坊)",Steakhouse,39.91484855,116.41313490000002,"2/F Regent Hotel, 99 Jinbao St.",Beijing,Beijing,Fengtai
28,McDonald's (McDonald's (麦当劳)),Fast Food Restaurant,39.95782969,116.2818396,1 Yuanda Rd,Beijing,Beijing,Haidian
29,比格披萨,Italian Restaurant,40.31813426,116.62520159999998,,Beijing,Beijing,Huairou
30,安徽私房牛肉汤,Noodle House,39.95334307,116.3124869,近超市发,Beijing,Beijing,Haidian
31,McDonald's (麦当劳),Fast Food Restaurant,39.91114941,116.297028,翠微路二餐厅,Beijing,Beijing,Shijingshan
32,Dali Courtyard (大里院子),Yunnan Restaurant,39.93998329,116.39881329999999,67 Xiaojingchang Alley,Beijing,Beijing,Haidian
33,Alba,Café,39.93936543,116.39835090000001,70 Gulou E Ave,Beijing,Beijing,Fengtai
34,Din Tai Fung (鼎泰丰),Dumpling Restaurant,39.91787397,116.44316740000001,9 Dongdaqiao Rd,Beijing,Beijing,Xicheng
35,KFC (肯德基),Fast Food Restaurant,40.144073600000006,117.0913503,平谷区,Beijing,Beijing,Pinggu
36,小吊梨汤,Chinese Restaurant,39.92783848,116.45780890000002,,Beijing,Beijing,Chaoyang
37,KFC (肯德基),Fast Food Restaurant,39.88791152,116.24681580000001,,Beijing,Beijing,Shijingshan
38,85°C Bakery Café (85度C),Bakery,39.98123506,116.3003321,27 Haidian Ave,Beijing,Beijing,Haidian
39,Jamaica Blue Fine Coffees,Café,40.07673505,116.5152655,,Beijing,Beijing,Shunyi
40,大碗居,Beijing Restaurant,39.88699232,116.4112309,,Beijing,Beijing,Fengtai
41,Sijiminfu Roast Duck Restaurant (四季民福烤鸭店),Chinese Restaurant,39.93230893,116.42395090000001,23 Dongisi Shitiao,Beijing,Beijing,Dongcheng
42,1901 Cafe,Café,39.92144347,116.3718883,西安门大街,Beijing,Beijing,Xicheng
43,顺世华生态园,Chinese Restaurant,40.49572171,115.98742959999998,顺义,Beijing,Beijing,Yanqing
44,Daily Routine,Café,39.94699715,116.40788219999999,,Beijing,Beijing,Dongcheng
45,Baihe Vegetarian Restaurant (百合素食),Vegetarian / Vegan Restaurant,39.9413124,116.41787690000001,23 Caoyuan Hutong,Beijing,Beijing,Dongcheng
46,McDonald's (麦当劳),Fast Food Restaurant,39.84438861,116.3530006,,Beijing,Beijing,Daxing
47,Summer Palace (夏宮),Chinese Restaurant,39.90988558,116.42878020000002,,Beijing,Beijing,Chaoyang
48,Paris Baguette,French Restaurant,40.05496916,116.60924579999998,,Beijing,Beijing,Shunyi
49,Haidilao Hot Pot (海底捞火锅),Hotpot Restaurant,40.126663,116.64601299999998,,Beijing,Beijing,Shunyi
50,Pizza Hut (必胜客),Pizza Place,39.866088899999994,116.49436709999999,欢乐谷,Beijing,Beijing,Tongzhou
51,85°C Bakery Café (85度C),Bakery,39.97538965,116.33709679999998,Zhichun Rd,Beijing,Beijing,Shijingshan
52,McDonald's (麦当劳),Fast Food Restaurant,40.140499600000005,117.11194040000001,No 31,Beijing,Beijing,Pinggu
53,派悦坊 Pantry's Best,Bakery,39.91701907,116.43740159999999,39 Shenlu Rd,Beijing,Beijing,Chaoyang
54,轩和餐饮,Chinese Restaurant,39.908165000000004,116.110679,,Beijing,Beijing,Mentougou
55,眉州东坡酒楼 Meizhou Dongpo Restaurant,Chinese Restaurant,39.95199616,116.31246189999999,魏公村街,Beijing,Beijing,Haidian
56,巴黎贝甜 Paris Baguette,Bakery,39.92237618,116.5138914,朝阳大悦城东侧1F-31A,Beijing,Beijing,Tongzhou
57,俏江南（置地星座店）,Chinese Restaurant,39.90926846,116.3638326,华远路7号7-1号(中国银行总部西侧),Beijing,Beijing,Xicheng
58,龙腾傲谷蛋糕坊,Breakfast Spot,40.14087,117.112201,,Beijing,Beijing,Pinggu
59,4corners (肆角餐吧),Vietnamese Restaurant,39.93906287,116.3875155,27 Dashibei Hutong,Beijing,Beijing,Fengtai
60,西贝西北菜 Xibei Restaurant,Chinese Restaurant,39.95732365,116.28160849999999,1 Yuanda Rd,Beijing,Beijing,Fengtai
61,拿渡,Chinese Restaurant,40.37474829,116.84190990000002,,Beijing,Beijing,Miyun
62,Burger King (汉堡王),Fast Food Restaurant,40.05493312,116.6089979,T3 Beijing Capital Int'l Airport,Beijing,Beijing,Shunyi
63,Green Bites To Go 绿盒子蒸饺,Dumpling Restaurant,39.91665703,116.44666809999998,"E166, World City",Beijing,Beijing,Chaoyang
64,Old Bike Cafe,American Restaurant,39.95329406,116.3101926,BFSU east gate,Beijing,Beijing,Haidian
65,Dadong Roast Duck Restaurant (大董烤鸭店),Peking Duck Restaurant,39.931008500000004,116.4256767,22A Dongsishitiao,Beijing,Beijing,Xicheng
66,Alley Cafe,Café,39.92397255,116.3935134,Shatan Back St,Beijing,Beijing,Dongcheng
67,Ricci Café 睿奇咖啡,Café,39.99206126,116.3256457,1 Zhongguancun E Rd,Beijing,Beijing,Haidian
68,Алиса,Chinese Restaurant,39.917285,116.437331,"China, Beijing, No.6, Ya Bao Lu",Beijing,Beijing,Chaoyang
69,小清烧烤,Asian Restaurant,39.726082,116.322181,大兴区,Beijing,Beijing,Daxing
70,Nanjing Impressions (南京大牌档),Jiangsu Restaurant,39.94089191,116.34664939999999,1 Xizhimen Outer Ave | 西城区西直门外大街1号,Beijing,Beijing,Xicheng
71,忠鹏会议服务中心,Dongbei Restaurant,40.47314835,116.8580551,,Beijing,Beijing,Miyun
72,Mrs. Shanen's Bagels | 单太太贝谷面包房,Bagel Shop,40.077873,116.52871019999999,顺义区西白辛庄开发街5号,Beijing,Beijing,Shunyi
73,Mercante,Italian Restaurant,39.93675772,116.3933726,4 Fangzhuanchang Hutong,Beijing,Beijing,Dongcheng
74,黄记煌三汁闷锅(昌平店),Chinese Restaurant,40.21106477,116.2243044,"中国, 北京 昌平区",Beijing,Beijing,Changping
75,The Georg by Georg Jensen,Scandinavian Restaurant,39.93343955,116.3927397,45 Dongbuyaqiao Alley,Beijing,Beijing,Dongcheng
76,Kavkaz,Eastern European Restaurant,39.91757692,116.4373424,Yabaolu,Beijing,Beijing,Chaoyang
77,Matsuko (松子),Japanese Restaurant,39.92862129,116.45556429999999,22B Baijiazhuang,Beijing,Beijing,Chaoyang
78,KFC (肯德基),Fast Food Restaurant,39.85062429999999,116.277047,丰台正阳桥北,Beijing,Beijing,Fengtai
79,咏熹老鸭汤,Chinese Restaurant,40.44923518,115.9652567,,Beijing,Beijing,Yanqing
80,Crown Plaza Breakfast Hall,Breakfast Spot,40.06283084,116.55096440000001,Beijing Crown Plaza,Beijing,Beijing,Shunyi
81,Temple Restaurant Beijing,French Restaurant,39.92652758,116.39720390000001,23 Shatan N St,Beijing,Beijing,Xicheng
82,1949 全鴨季 (金寶街),Beijing Restaurant,39.91317001,116.4146993,金寶街98號,Beijing,Beijing,Fengtai
83,Xiaodiao Pear Soup (小吊梨汤),Chinese Restaurant,39.98275481,116.32068590000002,中关村保福寺66号,Beijing,Beijing,Haidian
84,莜面大王 youmian king,Chinese Restaurant,40.46189251,115.9762038,延庆医院东侧,Beijing,Beijing,Yanqing
85,大宅门,Asian Restaurant,40.220473999999996,116.246224,,Beijing,Beijing,Changping
86,Burger King (汉堡王),Fast Food Restaurant,39.817137,116.286759,,Beijing,Beijing,Daxing
87,HKTaste,Dim Sum Restaurant,39.92139796,116.1657696,,Beijing,Beijing,Mentougou
88,Jing Yaa Tang (京雅堂),Peking Duck Restaurant,39.93641671,116.4486125,"B1/F, The Opposite House",Beijing,Beijing,Chaoyang
89,RAMO,Pizza Place,39.94268828,116.4041219,64 Fangjia Hutong,Beijing,Beijing,Chaoyang
90,KFC,Fast Food Restaurant,39.94261784,116.0936826,Mutougou,Beijing,Beijing,Mentougou
91,Bellagio (鹿港小镇),Taiwanese Restaurant,39.97849131,116.3085496,15 Zhongguancun Ave,Beijing,Beijing,Haidian
92,皇记煌,Chinese Restaurant,40.369331,116.85133799999998,,Beijing,Beijing,Miyun
93,La Pizza Shangdu SOHO,Pizza Place,39.91718749,116.4458959,Shangdu SOHO,Beijing,Beijing,Dongcheng
94,McDonald's (麦当劳),Fast Food Restaurant,39.97547115,116.3114375,,Beijing,Beijing,Shijingshan
95,Nanjing Impressions (南京大牌档),Jiangsu Restaurant,39.94089191,116.34664939999999,1 Xizhimen Outer Ave | 西城区西直门外大街1号,Beijing,Beijing,Haidian
96,The Lounge at Park Hyatt Beijing,Café,39.90620767,116.4530277,2 Jianguomen Outer St,Beijing,Beijing,Chaoyang
97,兰州牛肉拉面南站店,Food,39.91429138,116.1127625,石龙路,Beijing,Beijing,Mentougou
98,沪江香满楼,Chinese Restaurant,39.93227176,116.42040619999999,,Beijing,Beijing,Dongcheng
99,雕刻时光 Sculpting In Time,Café,39.990620799999995,116.19284950000001,Maimai St.,Beijing,Beijing,Mentougou
100,Pak Pak Thai Kitchen,Thai Restaurant,39.91520213,116.44804369999999,Central Park,Beijing,Beijing,Chaoyang
101,85°C Bakery Café (85度C),Bakery,39.92555174,116.41098259999998,北京东城区东四北大街485号,Beijing,Beijing,Dongcheng
102,McDonald's (麦当劳),Fast Food Restaurant,39.933497100000004,116.68417509999999,"Tongzhou, Hualong XiaoQu",Beijing,Beijing,Tongzhou
103,Siji Minfu Roast Duck (四季民福 Siji Minfu Roast Duck),Chinese Restaurant,39.916945,116.4025068,32 Dengshikou W St,Beijing,Beijing,Haidian
104,Zhang Mama (张妈妈特色川味馆),Szechuan Restaurant,39.93697554,116.4024582,76 Jiaodaokou Nanjie,Beijing,Beijing,Xicheng
105,金殿餐厅,Chinese Restaurant,40.24100824,116.14166979999999,,Beijing,Beijing,Changping
106,In & Out (一坐一忘丽江主题餐厅),Yunnan Restaurant,39.93381784,116.4390017,"Tun San Li Yongli International Plaza, 21 Gongti Beilu",Beijing,Beijing,Chaoyang
107,KFC (肯德基),Fast Food Restaurant,39.85062429999999,116.277047,丰台正阳桥北,Beijing,Beijing,Shijingshan
108,巴依老爷新疆美食 Bayi Laoye Xinjiang Food,Xinjiang Restaurant,39.99600496,116.3293644,at Shuangqing Rd,Beijing,Beijing,Haidian
109,顺峰阜成店,Chinese Restaurant,39.92405359,116.27499979999999,,Beijing,Beijing,Fengtai
110,四季民福烤鸭店（故宫店）,Peking Duck Restaurant,39.91324491,116.39628559999998,南池子大街11号,Beijing,Beijing,Dongcheng
111,素虎 Vegetarian Restaurant,Vegetarian / Vegan Restaurant,39.99474704,116.3286152,"2/F, 88 Shuangqing Rd",Beijing,Beijing,Shijingshan
112,全聚德 Quanjude Peking Duck,Chinese Restaurant,39.99238438,116.3243679,1 Zhongguancun E Rd,Beijing,Beijing,Shijingshan
113,Haru 尚水长廊,Japanese Restaurant,40.06128807,116.54162450000001,902 Pinnacle Plaza,Beijing,Beijing,Shunyi
114,Metro Italian Restaurant,Italian Restaurant,39.7477,115.96122700000001,Gongti West Road,Beijing,Beijing,Fangshan
115,Chai's Restaurant | 柴氏风味斋,Chinese Restaurant,39.92545734,116.32491770000001,甘家口小区21号楼,Beijing,Beijing,Shijingshan
116,Din Tai Fung (鼎泰丰),Dumpling Restaurant,39.9136299,116.40576580000001,138 Wangfujing Ave,Beijing,Beijing,Dongcheng
117,Crystal BBQ (水晶烤肉),Korean Restaurant,39.99257002,116.33314879999999,12 Zhongguancun E Rd,Beijing,Beijing,Shijingshan
118,麦麦面 • mymill,Noodle House,40.05534779999999,116.6085856,,Beijing,Beijing,Shunyi
119,道乐日式菜馆 金融街店,Japanese Restaurant,39.91212998,116.3570706,通泰大厦,Beijing,Beijing,Xicheng
120,Burger King (汉堡王),Fast Food Restaurant,40.41695754,116.53886979999999,,Beijing,Beijing,Huairou
121,Манго,Chinese Restaurant,39.91631621,116.43550559999998,,Beijing,Beijing,Chaoyang
122,巴黎贝甜 Paris Baguette,Bakery,39.99067376,116.33380829999999,28 Chengfu Rd.,Beijing,Beijing,Haidian
123,巴依老爷 Ba Yi Lao Ye,Middle Eastern Restaurant,39.9670394,116.3300625,118 Zhongguancun E Rd,Beijing,Beijing,Fengtai
124,KFC (肯德基),Fast Food Restaurant,39.86156058,116.3041896,丰台区丰管路,Beijing,Beijing,Fengtai
125,馅老满酒家 • Xian Lao Man,Chinese Restaurant,39.94167217,116.40223759999999,252 Andingmen Inner St,Beijing,Beijing,Xicheng
126,云洱小镇 Yun-er Town,Yunnan Restaurant,39.93989134,116.39680600000001,84 Beiluogu Alley,Beijing,Beijing,Dongcheng
127,McDonald's (麦当劳),Fast Food Restaurant,39.91025762,116.59139270000001,,Beijing,Beijing,Tongzhou
128,新疆饭庄 Xinjiang Restaurant,Xinjiang Restaurant,39.93344449,116.34199890000001,车公庄大街,Beijing,Beijing,Xicheng
129,McDonald's (麦当劳),Fast Food Restaurant,39.98231728,116.30736670000002,3 Haidian Ave,Beijing,Beijing,Shijingshan
130,海底捞火锅 Haidilao Hot Pot,Hotpot Restaurant,39.84699232,116.3647608,11 Majiapu W Rd,Beijing,Beijing,Fengtai
131,馅老满,Dumpling Restaurant,39.94346786,116.3876522,旧鼓楼大街鼓韵青年旅店一层,Beijing,Beijing,Fengtai
132,渝是乎（顺义店）,Szechuan Restaurant,40.128652,116.652495,华联购物中心B1,Beijing,Beijing,Shunyi
133,小吾厨房,Cantonese Restaurant,40.088605,116.529924,,Beijing,Beijing,Shunyi
134,Black Sesame Kitchen,Chinese Restaurant,39.92285625,116.3948676,28 Zhong Lao Hutong,Beijing,Beijing,Xicheng
135,金百万,Restaurant,39.916483,116.254617,海淀区金沟河路4号,Beijing,Beijing,Shijingshan
136,满恒记清真食府,Chinese Restaurant,39.93091463,116.36162809999999,,Beijing,Beijing,Haidian
137,Esse Coffee 爱喜咖啡,Café,39.98111698,116.30096640000001,36 Haidian Ave,Beijing,Beijing,Haidian
138,匹夫涮肉城,Chinese Restaurant,39.74318221,116.3088371,近郊大兴区黄村镇清源西路55号(兴业大街口)  ,Beijing,Beijing,Daxing
139,上岛咖啡 U.B.C Coffee,Café,39.94359553,116.29777759999999,25 Landianchang S Rd,Beijing,Beijing,Haidian
140,零贰玖noodle,Noodle House,39.93511071,116.4383365,,Beijing,Beijing,Chaoyang
141,Jackie Chan's Cafe,Chinese Restaurant,40.05504849,116.609273,T3 Beijing Int'l Airport,Beijing,Beijing,Shunyi
142,xiadu paradise restaurant,Chinese Restaurant,40.45768738,115.97104640000002,,Beijing,Beijing,Yanqing
143,新辣道,Restaurant,39.73060226,116.34229280000001,,Beijing,Beijing,Daxing
144,雕爷牛腩,Asian Restaurant,39.91299624,116.3680408,,Beijing,Beijing,Fengtai
145,Тай Шу Си,Chinese Restaurant,39.92100742,116.44012279999998,,Beijing,Beijing,Chaoyang
146,Duck de Chine 全鸭季,Chinese Restaurant,39.91315234,116.41479270000002,98 Jinbao Street,Beijing,Beijing,Fengtai
147,Mercante,Italian Restaurant,39.93675772,116.3933726,4 Fangzhuanchang Hutong,Beijing,Beijing,Xicheng
148,McDonald's (麦当劳),Fast Food Restaurant,39.89797398,116.35790420000001,Changchunjie,Beijing,Beijing,Shijingshan
149,Shang Palace 香宫,Chinese Restaurant,39.94331661,116.3024425,5 Changzhi Rd,Beijing,Beijing,Haidian
150,Hai Di Lao Hot Pot 海底捞火锅,Hotpot Restaurant,23.12814395,113.2639709,广州市海珠区新港中路354号珠影。星光城123，206号铺,Guangdong,Guangzhou,Yuexiu
151,Shami House (Middle Eastern Restaurant),Middle Eastern Restaurant,23.14217181,113.27136340000001,Huanshi Zhong Lu No.304,Guangdong,Guangzhou,Luogang
152,荔湾名食家 Li Wan Ming Shi Dian,Snack Place,23.11583175,113.23784350000001,荔湾区第十甫路99号,Guangdong,Guangzhou,Liwan
153,麻辣烫,Chinese Restaurant,23.530816,113.602571,,Guangdong,Guangzhou,Conghua
154,İstanblue,Turkish Restaurant,23.12331791,113.3244556,,Guangdong,Guangzhou,Haizhu District
155,McDonald's (麦当劳),Fast Food Restaurant,23.1001335,113.35723300000001,,Guangdong,Guangzhou,Haizhu District
156,明记鱼邨,Chinese Restaurant,22.798057,113.58663100000001,,Guangdong,Guangzhou,Nansha
157,HIMALAYA RESTAURANT&BAR (喜马拉雅藏吧),Chinese Restaurant,23.13958744,113.2843315,环市中路华侨新村光明路19号,Guangdong,Guangzhou,Baiyun
158,Sultan Turkish Restaurant,Turkish Restaurant,23.14070287,113.2815246,"No:367, HuangShi Dong Lu",Guangdong,Guangzhou,Baiyun
159,壹号大院,Asian Restaurant,22.785417000000002,113.52876299999998,,Guangdong,Guangzhou,Nansha
160,McDonald's (麦当劳),Fast Food Restaurant,22.99161693,113.26432790000001,广州南车站高架夹层及出站餐饮店及餐饮配送站,Guangdong,Guangzhou,Panyu
161,點都德,Breakfast Spot,23.13040577,113.30295729999999,,Guangdong,Guangzhou,Liwan
162,GenkiSushi (元気寿司),Sushi Restaurant,23.13650802,113.32715300000001,天河区天河路383号太古汇商场MU17号铺,Guangdong,Guangzhou,Haizhu District
163,Macao Restaurant,Restaurant,23.13784608,113.2865529,,Guangdong,Guangzhou,Luogang
164,Social & Co,Restaurant,23.11863681,113.3123425,112-113 Shop No 6 Huajiu Road,Guangdong,Guangzhou,Baiyun
165,Home Delicious (鸿点铁板美食店),Asian Restaurant,23.1583733,113.25663300000001,白云区三元里,Guangdong,Guangzhou,Baiyun
166,阿里巴巴土耳其餐厅 türkish Alibaba TurkIsh Restaurant (阿里巴巴土耳其餐厅),Turkish Restaurant,23.14152814,113.2735041,越秀区环市东路318号之一东海大厦2楼,Guangdong,Guangzhou,Liwan
167,Garden Hotel Carousel Restaurant,BBQ Joint,23.1381666,113.2808871,,Guangdong,Guangzhou,Liwan
168,McDonald's (麦当劳),Fast Food Restaurant,23.08842619,113.52272930000001,Huangpu (E) Rd,Guangdong,Guangzhou,Huangpu
169,Laurel Restaurant (丹桂轩),Chinese Restaurant,22.98315767,113.361944,番禺区番禺大道北555号 番禺节能科技园 天安科技交流中心1-3楼,Guangdong,Guangzhou,Panyu
170,木强山庄,Chinese Restaurant,23.22398376,113.47360990000001,,Guangdong,Guangzhou,Huangpu
171,مطعم البسبور التركي - غوانزهو,Middle Eastern Restaurant,23.14213975,113.2713037,,Guangdong,Guangzhou,Luogang
172,Sultan Restaurant Turkish BBQ (苏坦土耳其餐厅),Turkish Restaurant,23.12317494,113.3274112,兴盛路,Guangdong,Guangzhou,Haizhu District
173,黒天鵝餃子館,Dongbei Restaurant,22.800102,113.552889,,Guangdong,Guangzhou,Nansha
174,新好景大酒店,Chinese Restaurant,23.12499499,113.59781729999999,,Guangdong,Guangzhou,Huangpu
175,HIMALAYA RESTAURANT&BAR (喜马拉雅藏吧),Chinese Restaurant,23.13958744,113.2843315,环市中路华侨新村光明路19号,Guangdong,Guangzhou,Liwan
176,Al-Basha Restaurant,Middle Eastern Restaurant,23.13509784,113.2477527,"First floor, HUTAIN hotel No. 156 Dong Feng Road West Guangzhou",Guangdong,Guangzhou,Liwan
177,1920 Restaurant & Bar,German Restaurant,23.11814423,113.33404660000001,广州市珠江新城海明路广粤天地,Guangdong,Guangzhou,Luogang
178,Tairyo Teppanyaki Japanese Restaurant,Japanese Restaurant,23.13677965,113.28289040000001,,Guangdong,Guangzhou,Luogang
179,McDonald's (麥當勞),Fast Food Restaurant,22.97080205,113.32553689999999,,Guangdong,Guangzhou,Panyu
180,Tatsunojo japanese restaurant,Japanese Restaurant,23.14230645,113.25466740000002,,Guangdong,Guangzhou,Yuexiu
181,點都德,Breakfast Spot,23.13040577,113.30295729999999,,Guangdong,Guangzhou,Luogang
182,Zhejiang Hotel (浙江大厦),Chinese Restaurant,23.14431023,113.2954385,先烈路85号,Guangdong,Guangzhou,Luogang
183,Fisher's Village (渔民新村),Seafood Restaurant,23.12386579,113.3209848,"冼村路11号, 珠江新城",Guangdong,Guangzhou,Yuexiu
184,南沙十二道酒楼,Asian Restaurant,22.75127029,113.59054569999999,,Guangdong,Guangzhou,Nansha
185,伍湛记（龙津东店）,Chinese Breakfast Place,23.12422308,113.24645579999999,龙津东路871号(近龙津商贸大厦),Guangdong,Guangzhou,Liwan
186,麒麟中餐廳,Cantonese Restaurant,23.00390248,113.3234029,长隆酒店2号大堂,Guangdong,Guangzhou,Panyu
187,Buongiorno Italian Restaurant,Italian Restaurant,23.137471100000003,113.27970090000001,越秀区建设六马路33号宜安广场3楼304/310,Guangdong,Guangzhou,Baiyun
188,مطعم حضرموت - جوانزو,Restaurant,23.14223679,113.27103429999998,,Guangdong,Guangzhou,Luogang
189,Pizza Hut (必胜客),Pizza Place,23.09873081,113.3140176,海珠区新港中路356号丽影华庭1-2F,Guangdong,Guangzhou,Haizhu District
190,Roku Roku (六绿),Japanese Restaurant,23.14407435,113.3174193,1/F Xiang Long Garden 177 Tianhe N Rd | 天河北路177号1楼,Guangdong,Guangzhou,Haizhu District
191,McDonald's (麦当劳),Fast Food Restaurant,23.15279091,113.2581098,广州巿解放北路白云皮具,Guangdong,Guangzhou,Luogang
192,麦当劳 Mcdonalds,Fast Food Restaurant,23.15809341,113.50151140000001,广州市萝岗区万荟东荟城,Guangdong,Guangzhou,Huangpu
193,幸运楼 Lucky Rest.,Chinese Restaurant,23.12561461,113.26424490000001,北京路一街238号天河城百货8楼,Guangdong,Guangzhou,Yuexiu
194,Yeasun Buffet (逸臣),Chinese Restaurant,23.38904669,113.29689099999999,,Guangdong,Guangzhou,Huadu
195,Mcdonald Beijing Road,Fast Food Restaurant,23.12783816,113.2420709,,Guangdong,Guangzhou,Liwan
196,G Bar,Café,23.12507731,113.3181815,珠江新城珠江西路12号,Guangdong,Guangzhou,Luogang
197,Alwataker Halal Restaurant,Middle Eastern Restaurant,23.12925867,113.23461529999999,,Guangdong,Guangzhou,Liwan
198,McDonald's (麦当劳),Fast Food Restaurant,23.14959857,113.25066029999999,,Guangdong,Guangzhou,Baiyun
199,The Peach Blossom (桃園館),Chinese Restaurant,23.13891321,113.2812682,3/F Garden Hotel,Guangdong,Guangzhou,Yuexiu
200,"shahkaser muslim restaurant, guangzhou",Turkish Restaurant,23.13732873,113.2566372,,Guangdong,Guangzhou,Liwan
201,Kung Fu,Chinese Restaurant,23.12817986,113.2304978,,Guangdong,Guangzhou,Liwan
202,Café de Coral (大家乐),Hong Kong Restaurant,23.11424547,113.2353771,荔湾区黄沙大道8号西城都荟B1层,Guangdong,Guangzhou,Liwan
203,McDonald's (麦当劳),Fast Food Restaurant,23.15279091,113.2581098,广州巿解放北路白云皮具,Guangdong,Guangzhou,Baiyun
204,金龙船,Asian Restaurant,23.159964000000002,113.26409,亚洲国际酒店,Guangdong,Guangzhou,Baiyun
205,Summer House A,Creperie,23.529304,113.588876,,Guangdong,Guangzhou,Conghua
206,Bingsheng Restaurant (炳胜品味),Chinese Restaurant,23.10836181,113.28065919999999,海珠区东晓路33号,Guangdong,Guangzhou,Yuexiu
207,Bingsheng Restaurant (炳胜品味),Chinese Restaurant,23.10836181,113.28065919999999,海珠区东晓路33号,Guangdong,Guangzhou,Liwan
208,McDonald's (麦当劳),Fast Food Restaurant,23.08854095,113.2731196,江南大道南408号一楼,Guangdong,Guangzhou,Haizhu District
209,McDonald's (麦当劳),Fast Food Restaurant,23.10309313,113.30280859999999,,Guangdong,Guangzhou,Haizhu District
210,Banana Leaf (Banana Leaf 广州蕉叶),Thai Restaurant,23.13900861,113.28158619999999,,Guangdong,Guangzhou,Liwan
211,CHOIS COFFEE (珠江新城店),Café,23.12047816,113.31298559999999,珠江新城花城大道89号花城汇一期西翼商场1059-1号商铺(近冼村),Guangdong,Guangzhou,Haizhu District
212,金河半岛酒家,Chinese Restaurant,23.1205383,113.37853729999999,黄埔大道中311号,Guangdong,Guangzhou,Huangpu
213,McDonald's (麦当劳),Fast Food Restaurant,23.10014848,113.3613149,保利世界贸易,Guangdong,Guangzhou,Haizhu District
214,rbt 仙踪林,Café,23.12829093,113.23481299999999,中山八路73号2楼,Guangdong,Guangzhou,Liwan
215,KFC (肯德基),Fast Food Restaurant,23.15020224,113.2465855,中国,Guangdong,Guangzhou,Liwan
216,Fisher Royal Palace 漁村皇宮,Dim Sum Restaurant,23.02481032,113.3289386,,Guangdong,Guangzhou,Panyu
217,wowo chicken,Fast Food Restaurant,22.7592907,113.5575562,,Guangdong,Guangzhou,Nansha
218,Coffee Time,Café,23.12624265,113.2354585,中山八,Guangdong,Guangzhou,Liwan
